R&D Spend,Administration,Marketing Spend,State,Profit,Company
27903.0,114577.9377,122617.9539,New York,72870.19126,New York - Company 832
88429.0,123516.6931,239403.0362,California,124577.0308,California - Company 833
149794.0,132579.3559,357806.9712,California,177000.6208,California - Company 834
137595.0,130777.752,334268.9674,Florida,166579.1203,Florida - Company 835
110391.0,126760.1413,281778.7751,California,143338.9779,California - Company 836
141217.0,131312.6654,341257.6263,New York,169673.3637,New York - Company 837
29605.0,114829.2968,125901.9675,California,74324.19518,California - Company 838
158771.0,133905.1201,375128.1173,New York,184669.5944,New York - Company 839
101859.0,125500.0967,265316.2578,Florida,136050.1639,Florida - Company 840
158592.0,133878.6846,374782.7363,California,184516.6762,California - Company 841
53884.0,118414.9302,172748.3643,New York,95065.53537,New York - Company 842
142240.0,131463.7467,343231.5076,California,170547.3037,California - Company 843
113736.0,127254.1462,288232.9618,New York,146196.5825,New York - Company 844
70598.0,120883.3298,204998.073,California,109344.1613,California - Company 845
118793.0,128000.987,297990.4571,Florida,150516.734,Florida - Company 846
7888.0,111622.0314,83998.95672,New York,55771.54948,New York - Company 847
45710.0,117207.7566,156976.609,Florida,88082.55771,Florida - Company 848
71222.0,120975.485,206202.0827,New York,109877.2392,New York - Company 849
159477.0,134009.3854,376490.3462,California,185272.7241,California - Company 850
46307.0,117295.9243,158128.5221,Florida,88592.56966,Florida - Company 851
44151.0,116977.5164,153968.5142,New York,86750.71746,New York - Company 852
58725.0,119129.8711,182089.087,California,99201.1599,California - Company 853
57267.0,118914.547,179275.8721,Florida,97955.60308,Florida - Company 854
135390.0,130452.1075,330014.4139,California,164695.4079,California - Company 855
145733.0,131979.6089,349971.2607,Florida,173531.3435,Florida - Company 856
71791.0,121059.5175,207299.9697,California,110363.331,California - Company 857
111381.0,126906.349,283688.9828,Florida,144184.7263,Florida - Company 858
62904.0,119747.0449,190152.479,New York,102771.2435,New York - Company 859
45209.0,117133.7666,156009.9281,California,87654.55773,California - Company 860
154595.0,133288.3894,367070.5139,New York,181102.0736,New York - Company 861
18651.0,113211.5602,104766.1946,Florida,64966.2875,Florida - Company 862
153606.0,133142.3294,365162.2357,New York,180257.1795,New York - Company 863
107173.0,126284.8924,275569.6353,California,140589.8682,California - Company 864
26618.0,114388.1631,120138.5429,New York,71772.42685,New York - Company 865
33472.0,115400.393,133363.3546,Florida,77627.73991,Florida - Company 866
2638.0,110846.6874,73869.06738,Florida,51286.51978,Florida - Company 867
37255.0,115959.0837,140662.6634,New York,80859.52417,New York - Company 868
43391.0,116865.2761,152502.0922,California,86101.45602,California - Company 869
97670.0,124881.4461,257233.5709,Florida,132471.5373,Florida - Company 870
1634.0,110698.4122,71931.84664,New York,50428.81124,New York - Company 871
58986.0,119168.4168,182592.6873,Florida,99424.12995,Florida - Company 872
56671.0,118826.527,178125.8884,New York,97446.44542,New York - Company 873
105205.0,125994.2492,271772.374,Florida,138908.6228,Florida - Company 874
116004.0,127589.0947,292609.074,New York,148134.1153,New York - Company 875
128926.0,129497.4746,317542.1083,California,159173.2684,California - Company 876
38859.0,116195.9697,143757.5858,Florida,82229.80752,Florida - Company 877
60549.0,119399.2477,185608.5,California,100759.3874,California - Company 878
75398.0,121592.2157,214259.6861,New York,113444.7599,New York - Company 879
15801.0,112790.6592,99267.11183,Florida,62531.55709,Florida - Company 880
44574.0,117039.987,154784.6939,California,87112.08271,California - Company 881
93601.0,124280.5176,249382.4243,New York,128995.4258,New York - Company 882
5404.0,111255.1829,79206.07194,California,53649.48971,California - Company 883
64529.0,119987.0323,193287.9209,California,104159.467,California - Company 884
17495.0,113040.8369,102535.6895,Florida,63978.72668,Florida - Company 885
138565.0,130921.006,336140.5851,California,167407.783,California - Company 886
79095.0,122138.2055,221393.0577,New York,116603.0751,New York - Company 887
136431.0,130605.8471,332023.0262,California,165584.7252,California - Company 888
46477.0,117321.0307,158456.5376,New York,88737.79919,New York - Company 889
121576.0,128411.9931,303360.2632,Florida,152894.2269,Florida - Company 890
18421.0,113177.5928,104322.409,California,64769.80049,California - Company 891
2682.0,110853.1856,73953.9655,New York,51324.1086,New York - Company 892
9405.0,111846.0688,86926.01236,California,57067.50948,California - Company 893
20279.0,113451.9907,107907.4251,California,66357.07385,California - Company 894
25990.0,114295.4172,118926.8152,Florida,71235.93187,Florida - Company 895
137404.0,130749.5442,333900.4324,New York,166415.9507,New York - Company 896
9869.0,111914.5945,87821.30163,Florida,57463.90068,Florida - Company 897
37191.0,115949.6319,140539.1752,New York,80804.84952,New York - Company 898
25600.0,114237.8202,118174.3091,California,70902.75824,California - Company 899
129013.0,129510.3231,317709.975,Florida,159247.5918,Florida - Company 900
74278.0,121426.809,212098.643,New York,112487.9536,New York - Company 901
78694.0,122078.984,220619.3271,California,116260.5043,California - Company 902
85315.0,123056.8034,233394.5647,Florida,121916.7675,Florida - Company 903
131636.0,129897.6997,322771.0607,California,161488.398,California - Company 904
131599.0,129892.2354,322699.6691,Florida,161456.7893,Florida - Company 905
148644.0,132409.5186,355588.0431,California,176018.1857,California - Company 906
80987.0,122417.6247,225043.6768,Florida,118219.3944,Florida - Company 907
100610.0,125315.6387,262906.3089,New York,134983.154,New York - Company 908
153748.0,133163.3006,365436.225,California,180378.4888,California - Company 909
106158.0,126134.9926,273611.1901,New York,139722.7625,New York - Company 910
41374.0,116567.3964,148610.2852,Florida,84378.35032,Florida - Company 911
152109.0,132921.2456,362273.7701,New York,178978.3053,New York - Company 912
57182.0,118901.9938,179111.8643,California,97882.98831,California - Company 913
6906.0,111477.0051,82104.18504,New York,54932.63535,New York - Company 914
53981.0,118429.2556,172935.5261,Florida,95148.40164,Florida - Company 915
66959.0,120345.9057,197976.6125,Florida,106235.395,Florida - Company 916
64124.0,119927.22,192506.4723,New York,103813.479,New York - Company 917
100306.0,125270.7426,262319.7401,California,134723.4494,California - Company 918
146708.0,132123.6013,351852.5258,Florida,174364.2776,Florida - Company 919
39202.0,116246.6255,144419.4052,New York,82522.82946,New York - Company 920
19561.0,113345.9532,106522.0421,Florida,65743.69265,Florida - Company 921
55658.0,118676.9226,176171.3022,New York,96581.04826,New York - Company 922
24723.0,114108.3008,116482.1352,Florida,70153.5447,Florida - Company 923
52176.0,118162.6849,169452.7737,New York,93606.40571,New York - Company 924
120402.0,128238.6114,301095.027,California,151891.2888,California - Company 925
35429.0,115689.4117,137139.3914,Florida,79299.58812,Florida - Company 926
40408.0,116424.7331,146746.3855,California,83553.10486,California - Company 927
13599.0,112465.4579,95018.34682,New York,60650.40749,New York - Company 928
86851.0,123283.6469,236358.2809,Florida,123228.959,Florida - Company 929
4037.0,111053.2981,76568.4417,California,52481.67341,California - Company 930
131611.0,129894.0076,322722.8231,New York,161467.0408,New York - Company 931
68653.0,120596.0834,201245.1902,California,107682.5646,California - Company 932
107094.0,126273.2253,275417.2046,California,140522.3792,California - Company 933
62140.0,119634.2139,188678.3389,Florida,102118.5649,Florida - Company 934
9494.0,111859.2128,87097.73811,California,57143.54142,California - Company 935
128989.0,129506.7787,317663.6669,New York,159227.0888,New York - Company 936
134194.0,130275.4768,327706.7286,California,163673.6754,California - Company 937
126960.0,129207.1267,313748.7059,New York,157493.7316,New York - Company 938
49855.0,117819.9091,164974.3978,Florida,91623.59544,Florida - Company 939
127494.0,129285.9903,314779.0603,California,157949.9232,California - Company 940
53778.0,118399.2756,172543.837,New York,94974.98049,New York - Company 941
116989.0,127734.564,294509.6342,California,148975.5923,California - Company 942
128157.0,129383.9051,316058.3207,New York,158516.3184,New York - Company 943
72165.0,121114.7515,208021.6037,California,110682.8359,California - Company 944
114314.0,127339.5078,289348.2144,Florida,146690.3629,Florida - Company 945
11205.0,112111.901,90399.11728,New York,58605.23395,New York - Company 946
83554.0,122796.7309,229996.7104,Florida,120412.3603,Florida - Company 947
131981.0,129948.6509,323436.7391,New York,161783.1286,New York - Company 948
32137.0,115203.2341,130787.4684,California,76487.26093,California - Company 949
54016.0,118434.4245,173003.0587,Florida,95178.30183,Florida - Company 950
64613.0,119999.4378,193449.9991,New York,104231.2275,New York - Company 951
11624.0,112173.7809,91207.57892,California,58963.18204,California - Company 952
31587.0,115122.0076,129726.2419,Florida,76017.40068,Florida - Company 953
12608.0,112319.1025,93106.20961,California,59803.80475,California - Company 954
94359.0,124392.4625,250844.9874,Florida,129642.9786,Florida - Company 955
2307.0,110797.8039,73230.40198,California,51003.74933,California - Company 956
33161.0,115354.4631,132763.2792,Florida,77362.05529,Florida - Company 957
159746.0,134049.1125,377009.3824,New York,185502.5285,New York - Company 958
154187.0,133228.1341,366283.2767,California,180753.5228,California - Company 959
144520.0,131800.4675,347630.7738,New York,172495.0881,New York - Company 960
106777.0,126226.4093,274805.5523,Florida,140251.5689,Florida - Company 961
16459.0,112887.8357,100536.7246,New York,63093.68082,New York - Company 962
143258.0,131614.0896,345195.7414,California,171416.9724,California - Company 963
73490.0,121310.4336,210578.1949,New York,111814.772,New York - Company 964
87369.0,123360.1475,237357.7633,Florida,123671.4819,Florida - Company 965
51353.0,118041.1406,167864.7929,Florida,92903.32391,Florida - Company 966
66049.0,120211.5128,196220.765,New York,105457.9899,New York - Company 967
29723.0,114846.7236,126129.6488,California,74425.00156,California - Company 968
146120.0,132036.7628,350717.9782,Florida,173861.9543,Florida - Company 969
15440.0,112737.3451,98570.56134,New York,62223.15791,New York - Company 970
13856.0,112503.4128,95514.22902,Florida,60869.96038,Florida - Company 971
71829.0,121065.1295,207373.2908,New York,110395.794,New York - Company 972
131154.0,129826.5157,321841.0403,Florida,161076.6296,Florida - Company 973
68679.0,120599.9232,201295.3572,New York,107704.7762,New York - Company 974
108056.0,126415.2979,277273.3863,California,141344.2075,California - Company 975
140149.0,131154.9383,339196.9174,Florida,168760.9805,Florida - Company 976
56850.0,118852.9626,178471.2694,California,97599.36358,California - Company 977
47438.0,117462.9555,160310.7897,New York,89558.7732,New York - Company 978
58867.0,119150.8423,182363.0764,Florida,99322.46927,Florida - Company 979
12914.0,112364.2939,93696.63744,California,60065.21791,California - Company 980
62574.0,119698.3089,189515.7431,New York,102489.3274,New York - Company 981
53106.0,118300.0316,171247.2112,California,94400.89669,California - Company 982
123537.0,128701.6025,307144.018,California,154569.4922,California - Company 983
48901.0,117679.018,163133.6522,Florida,90808.60147,Florida - Company 984
105143.0,125985.0928,271652.7448,California,138855.6568,California - Company 985
63615.0,119852.0486,191524.3554,New York,103378.6447,New York - Company 986
100405.0,125285.3634,262510.7609,California,134808.0242,California - Company 987
41289.0,116554.8432,148446.2774,New York,84305.73556,New York - Company 988
39970.0,116360.0473,145901.2633,Florida,83178.92524,Florida - Company 989
43532.0,116886.0996,152774.1521,Florida,86221.9111,Florida - Company 990
136133.0,130561.8371,331448.0344,California,165330.1463,California - Company 991
131106.0,129819.4269,321748.4242,New York,161035.6236,New York - Company 992
105127.0,125982.7298,271621.8728,Florida,138841.9881,Florida - Company 993
46798.0,117368.4374,159075.908,California,89012.02672,California - Company 994
97209.0,124813.3635,256344.0701,New York,132077.709,New York - Company 995
54135.0,118451.999,173232.6695,California,95279.96251,California - Company 996
134970.0,130390.08,329204.0228,California,164336.6055,California - Company 997
100275.47,241926.31,227142.82,California,413956.48,California - Company 998
128456.23,321652.14,281692.32,California,333962.19,California - Company 999
161181.72,270939.86,295442.17,New York,476485.43,New York - Company 1000
0.0,0.0,0.0,New York,0.0,New York - Company 1001
0.0,0.0,0.0,New York,0.0,New York - Company 1002
0.0,0.0,0.0,New York,0.0,New York - Company 1003
0.0,0.0,0.0,New York,0.0,New York - Company 1004
0.0,0.0,0.0,New York,0.0,New York - Company 1005
0.0,0.0,0.0,New York,0.0,New York - Company 1006
0.0,0.0,0.0,New York,0.0,khyle drie
0.0,0.0,0.0,New York,0.0,khyle bayot
